Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
STU_10695,14,39,44,39,3.7,0
STU_10696,14,42,57,44,6.3,0
STU_10697,14,60,23,40,7.3,0
STU_10698,19,45,50,36,5.0,0
STU_10699,18,56,46,54,7.1,1
STU_10700,19,64,65,62,8.0,1
STU_10701,15,29,56,44,7.0,0
STU_10702,17,52,49,33,9.7,0
STU_10703,18,67,84,67,19.1,1
STU_10704,18,31,59,53,2.9,0
STU_10705,18,32,67,62,8.8,0
STU_10706,18,26,52,38,3.7,0
STU_10707,19,41,40,41,2.7,0
STU_10708,18,54,62,48,13.6,1
STU_10709,16,44,49,47,9.3,0
STU_10710,17,41,44,39,2.6,0
STU_10711,18,41,43,47,7.1,0
STU_10712,17,56,43,47,4.4,0
STU_10713,16,42,71,54,7.2,1
STU_10714,16,71,60,49,11.9,1
STU_10715,17,55,52,56,11.2,1
STU_10716,14,40,37,42,6.2,0
STU_10717,15,53,59,41,14.0,1
STU_10718,14,81,73,70,17.0,1
STU_10719,14,64,59,51,12.0,1
STU_10720,19,37,46,32,5.6,0
STU_10721,14,50,54,59,7.4,1
STU_10722,18,45,72,63,18.8,1
STU_10723,19,33,55,57,6.5,0
STU_10724,19,48,63,62,11.2,1
STU_10725,16,36,45,38,4.9,0
STU_10726,14,72,59,71,14.0,1
STU_10727,16,24,45,30,4.5,0
STU_10728,17,34,56,49,7.6,0
STU_10729,15,59,67,52,11.0,1
STU_10730,19,75,68,60,21.0,1
STU_10731,17,48,51,68,9.1,1
STU_10732,17,68,41,56,6.8,1
STU_10733,18,53,33,37,6.5,0
STU_10734,15,72,48,46,13.7,1
STU_10735,17,53,45,80,10.5,1
STU_10736,17,51,50,53,11.8,1
STU_10737,15,62,72,56,18.1,1
STU_10738,15,59,41,67,8.3,1
STU_10739,17,61,54,37,10.1,1
STU_10740,15,44,57,67,6.4,1
STU_10741,17,48,37,42,4.8,0
STU_10742,17,54,42,57,5.4,1
STU_10743,18,31,27,41,1.1,0
STU_10744,14,51,46,40,10.9,0
STU_10745,17,58,68,58,10.3,1
STU_10746,16,37,60,67,10.8,1
STU_10747,19,48,67,24,4.6,0
STU_10748,14,34,39,38,5.5,0
STU_10749,14,54,62,65,5.4,1
STU_10750,14,83,54,66,14.8,1
STU_10751,18,44,47,60,8.9,1
STU_10752,17,36,78,64,8.2,1
STU_10753,18,56,49,64,12.4,1
STU_10754,17,42,63,53,5.4,1
STU_10755,18,59,54,68,9.9,1
STU_10756,18,78,63,65,22.5,1
STU_10757,19,61,49,63,16.1,1
STU_10758,16,54,55,65,9.8,1
STU_10759,18,39,40,46,8.4,0
STU_10760,19,63,52,72,10.7,1
STU_10761,15,82,47,67,17.4,1
STU_10762,16,53,68,51,16.7,1
STU_10763,18,53,53,64,19.0,1
STU_10764,14,48,52,40,9.2,0
STU_10765,15,25,27,48,1.5,0
STU_10766,15,61,85,65,21.6,1
STU_10767,19,30,25,41,4.8,0
STU_10768,15,55,55,39,12.3,0
STU_10769,16,34,46,38,1.5,0
STU_10770,18,53,55,52,8.1,1
STU_10771,18,41,36,48,6.5,0
STU_10772,14,57,51,50,19.1,1
STU_10773,19,53,62,56,9.9,1
STU_10774,14,39,50,43,8.1,0
STU_10775,15,59,44,67,10.5,1
STU_10776,14,20,47,58,0.7,0
STU_10777,16,23,41,48,5.3,0
STU_10778,18,29,41,69,5.8,0
STU_10779,15,52,48,56,11.5,1
STU_10780,14,40,37,35,4.1,0
STU_10781,19,53,44,68,9.0,1
STU_10782,16,43,53,71,7.6,1
STU_10783,16,36,62,62,5.5,1
STU_10784,14,60,33,43,5.7,0
STU_10785,18,60,47,40,7.6,0
STU_10786,14,48,39,43,1.9,0
STU_10787,15,61,63,86,12.5,1
STU_10788,14,48,56,37,4.8,0
STU_10789,16,39,47,62,6.8,0
STU_10790,14,70,62,65,18.7,1
STU_10791,18,48,64,69,12.6,1
STU_10792,19,31,27,35,3.6,0
STU_10793,17,20,18,43,0.6,0
STU_10794,14,59,81,47,10.8,1
STU_10795,18,49,41,43,7.0,0
STU_10796,18,48,48,63,9.0,1
STU_10797,19,53,63,46,12.4,1
STU_10798,16,41,63,63,13.5,1
STU_10799,18,49,57,52,6.1,1
STU_10800,18,45,59,43,7.5,0
STU_10801,18,62,40,48,10.1,1
STU_10802,18,55,67,60,10.5,1
STU_10803,15,58,58,55,9.0,1
STU_10804,15,66,70,65,17.5,1
STU_10805,16,56,59,54,10.4,1
STU_10806,14,66,35,55,12.3,1
STU_10807,18,50,51,55,9.4,1
STU_10808,19,47,35,65,4.1,0
STU_10809,14,40,35,57,5.3,0
STU_10810,19,40,39,47,3.5,0
STU_10811,14,77,69,49,14.4,1
STU_10812,16,46,45,43,2.6,0
STU_10813,18,43,54,43,7.3,0
STU_10814,18,51,44,43,6.3,0
STU_10815,17,33,52,31,6.2,0
STU_10816,19,45,47,52,6.6,0
STU_10817,14,60,79,89,19.4,1
STU_10818,14,43,48,49,1.8,0
STU_10819,15,62,66,71,16.3,1
STU_10820,17,50,41,63,7.0,1
STU_10821,15,66,62,56,13.0,1
STU_10822,15,46,54,52,8.4,1
STU_10823,15,37,45,34,3.7,0
STU_10824,19,66,61,66,17.2,1
STU_10825,19,55,57,63,15.7,1
STU_10826,16,42,47,40,3.9,0
STU_10827,16,56,48,70,11.3,1
STU_10828,15,47,44,42,5.4,0
STU_10829,17,44,48,79,2.7,1
STU_10830,14,28,50,55,4.8,0
STU_10831,19,52,53,63,16.6,1
STU_10832,17,47,62,81,13.2,1
STU_10833,18,48,69,27,6.6,0
STU_10834,19,62,71,60,16.7,1
STU_10835,19,39,59,57,15.0,1
STU_10836,16,63,59,48,4.8,1
STU_10837,14,49,90,68,18.9,1
STU_10838,14,47,57,50,6.3,1
STU_10839,18,53,32,68,6.9,0
STU_10840,18,31,47,52,1.9,0
STU_10841,19,51,60,56,5.4,1
STU_10842,15,38,29,58,7.3,0
STU_10843,16,54,63,41,9.6,1
STU_10844,16,20,42,51,3.7,0
STU_10845,19,56,59,53,4.9,1
STU_10846,17,70,68,54,19.2,1
STU_10847,15,45,65,71,14.5,1
STU_10848,19,70,67,40,16.0,1
STU_10849,15,65,57,81,7.7,1
STU_10850,15,43,58,55,9.8,1
STU_10851,15,53,47,48,11.4,0
STU_10852,19,64,66,73,19.0,1
STU_10853,16,32,42,55,2.6,0
STU_10854,16,37,59,74,5.7,1
STU_10855,15,45,58,75,9.3,1
STU_10856,17,44,45,40,8.4,0
STU_10857,14,40,37,47,4.9,0
STU_10858,19,50,62,47,10.9,1
STU_10859,14,53,43,60,5.9,1
STU_10860,17,56,58,69,8.1,1
STU_10861,19,39,54,42,10.6,0
STU_10862,15,40,62,51,6.1,1
STU_10863,16,70,51,52,12.6,1
STU_10864,14,63,75,70,13.9,1
STU_10865,18,47,56,55,5.0,1
STU_10866,18,48,43,64,5.9,1
STU_10867,17,40,36,45,4.1,0
STU_10868,15,49,70,53,8.0,1
STU_10869,14,48,44,60,9.6,1
STU_10870,15,55,51,49,6.4,1
STU_10871,14,48,56,59,9.4,1
STU_10872,17,44,47,65,5.8,1
STU_10873,17,53,55,75,5.9,1
STU_10874,18,50,45,51,9.9,0
STU_10875,15,45,67,75,6.1,1
STU_10876,19,45,42,48,7.7,0
STU_10877,18,52,53,66,10.1,1
STU_10878,15,49,39,50,9.4,0
STU_10879,18,40,58,40,5.8,0
STU_10880,19,54,80,75,14.7,1
STU_10881,16,38,62,47,2.5,0
STU_10882,16,46,50,60,0.5,1
STU_10883,16,61,52,65,11.1,1
STU_10884,16,36,53,60,9.3,0
STU_10885,14,38,41,55,3.8,0
STU_10886,16,44,40,66,8.6,1
STU_10887,19,29,44,61,5.3,0
STU_10888,17,57,64,52,10.7,1
STU_10889,17,35,30,50,0.6,0
STU_10890,14,67,26,69,6.8,0
STU_10891,16,42,34,52,5.6,0
STU_10892,16,50,66,53,12.6,1
STU_10893,16,30,24,40,1.9,0
STU_10894,18,45,46,63,8.2,1
STU_10895,15,61,52,55,11.1,1
STU_10896,18,80,74,72,21.0,1
STU_10897,15,75,50,48,5.9,1
STU_10898,16,40,58,69,9.7,1
STU_10899,16,39,40,49,2.0,0
STU_10900,18,43,41,70,8.0,1
STU_10901,18,66,71,77,15.3,1
STU_10902,15,87,54,67,21.1,1
STU_10903,17,62,62,71,10.2,1
STU_10904,15,27,53,44,2.5,0
STU_10905,18,72,88,66,16.6,1
STU_10906,19,18,34,39,2.5,0
STU_10907,18,18,38,55,3.5,0
STU_10908,19,64,66,67,17.4,1
STU_10909,14,55,50,59,7.6,1
STU_10910,18,48,55,36,5.4,0
STU_10911,14,75,62,36,11.9,1
STU_10912,17,52,49,42,8.8,0
STU_10913,15,60,60,66,14.5,1
STU_10914,19,63,62,62,9.1,1
STU_10915,15,48,40,68,9.2,1
STU_10916,14,64,58,56,14.2,1
STU_10917,19,53,56,56,7.6,1
STU_10918,15,33,34,42,4.4,0
STU_10919,18,61,22,74,12.3,0
STU_10920,16,69,63,45,6.7,1
STU_10921,14,63,53,68,9.5,1
STU_10922,15,30,28,44,1.7,0
STU_10923,14,72,59,70,7.4,1
STU_10924,14,52,45,53,5.7,1
STU_10925,19,42,30,49,1.6,0
STU_10926,19,48,54,45,7.5,0
STU_10927,16,56,51,77,7.7,1
STU_10928,18,54,48,67,9.9,1
STU_10929,14,62,54,67,15.1,1
STU_10930,15,59,50,63,13.8,1
STU_10931,17,56,55,44,6.0,1
STU_10932,14,60,40,62,8.9,1
STU_10933,14,53,47,56,10.8,1
STU_10934,16,31,49,52,6.1,0
STU_10935,18,40,57,58,2.7,1
STU_10936,17,40,51,56,7.0,0
STU_10937,19,58,69,62,15.5,1
STU_10938,19,38,43,64,2.6,0
STU_10939,15,32,54,41,4.1,0
STU_10940,17,27,65,32,4.7,0
STU_10941,19,45,40,41,4.1,0
STU_10942,15,57,57,60,12.0,1
STU_10943,18,44,48,58,5.3,1
STU_10944,15,62,63,50,12.1,1
STU_10945,19,43,52,95,8.2,1
STU_10946,16,42,36,49,2.1,0
STU_10947,16,60,48,53,6.2,1
STU_10948,16,58,85,46,14.0,1
STU_10949,19,70,55,39,8.8,1
STU_10950,16,47,29,33,6.5,0
STU_10951,17,55,59,77,15.6,1
STU_10952,18,50,44,63,3.8,1
STU_10953,15,44,45,51,5.4,0
STU_10954,15,69,59,46,13.3,1
STU_10955,19,60,60,55,11.8,1
STU_10956,16,38,49,65,3.6,1
STU_10957,16,69,57,51,10.5,1
STU_10958,14,39,56,41,5.2,0
STU_10959,18,16,26,43,1.6,0
STU_10960,17,56,46,49,6.5,1
STU_10961,15,78,77,77,21.8,1
STU_10962,14,73,63,36,14.1,1
STU_10963,14,40,44,55,7.8,0
STU_10964,19,37,37,40,2.5,0
STU_10965,15,34,32,41,1.6,0
STU_10966,19,59,61,62,8.2,1
STU_10967,17,60,36,42,10.1,0
STU_10968,14,59,44,60,12.0,1
STU_10969,14,58,60,63,11.3,1
STU_10970,18,45,62,64,11.8,1
STU_10971,17,60,37,63,9.4,1
STU_10972,14,71,69,68,15.4,1
STU_10973,17,68,49,59,5.7,1
STU_10974,15,54,56,44,8.2,1
STU_10975,16,45,42,62,2.1,0
STU_10976,14,50,51,38,5.6,0
STU_10977,18,53,65,64,13.9,1
STU_10978,15,68,61,50,11.6,1
STU_10979,17,36,42,27,1.1,0
STU_10980,19,74,74,64,22.8,1
STU_10981,15,49,51,53,8.8,1
STU_10982,14,50,55,70,8.9,1
STU_10983,17,40,55,71,5.4,1
STU_10984,16,48,68,50,6.2,1
STU_10985,15,50,57,39,8.7,0
STU_10986,14,53,60,43,11.2,1
STU_10987,18,57,66,64,9.7,1
STU_10988,19,46,51,59,5.7,1
STU_10989,17,37,34,43,4.3,0
STU_10990,15,35,37,37,4.1,0
STU_10991,15,62,79,72,14.5,1
STU_10992,16,52,53,46,13.6,1
STU_10993,16,46,61,52,10.6,1
STU_10994,18,53,51,66,14.5,1
STU_10995,19,51,63,31,7.4,0
STU_10996,18,70,54,70,12.9,1
STU_10997,14,58,56,83,11.0,1
STU_10998,14,67,57,61,13.1,1
STU_10999,18,41,49,49,3.9,0
STU_11000,19,38,41,46,0.9,0
STU_11001,18,68,62,58,9.4,1
STU_11002,19,55,55,44,6.4,1
STU_11003,19,47,43,34,1.3,0
STU_11004,17,61,70,59,15.9,1
STU_11005,19,59,67,62,13.6,1
STU_11006,16,57,50,45,9.8,1
STU_11007,19,37,40,35,4.5,0
STU_11008,19,15,57,42,2.1,0
STU_11009,19,41,47,32,1.3,0
STU_11010,14,55,51,59,5.6,1
STU_11011,16,57,49,20,11.9,0
STU_11012,16,41,30,39,6.4,0
STU_11013,18,51,52,72,10.7,1
STU_11014,17,35,51,55,11.0,0
STU_11015,19,53,54,60,11.8,1
STU_11016,15,27,49,46,1.8,0
STU_11017,17,37,61,43,4.8,0
STU_11018,17,42,66,69,10.6,1
STU_11019,16,54,60,58,17.8,1
STU_11020,17,52,68,52,15.1,1
STU_11021,19,58,48,63,9.5,1
STU_11022,19,59,45,41,16.0,0
STU_11023,14,41,52,52,9.5,0
STU_11024,19,47,55,42,2.6,0
STU_11025,19,57,53,55,11.7,1
STU_11026,16,39,71,56,15.3,1
STU_11027,19,83,65,72,20.9,1
STU_11028,14,46,54,63,5.5,1
STU_11029,15,49,41,54,3.6,0
STU_11030,16,56,74,55,12.9,1
STU_11031,15,69,51,63,10.2,1
STU_11032,16,49,48,64,9.7,1
STU_11033,18,38,78,67,16.1,1
STU_11034,17,49,53,71,12.9,1
STU_11035,18,59,57,31,10.8,0
STU_11036,19,47,42,52,5.9,0
STU_11037,15,56,67,62,12.3,1
STU_11038,19,31,57,33,3.5,0
STU_11039,17,52,46,58,9.5,1
STU_11040,16,49,56,64,7.8,1
STU_11041,17,39,48,45,2.5,0
STU_11042,14,59,56,63,10.2,1
STU_11043,17,47,62,62,5.5,1
STU_11044,14,51,69,71,10.1,1
STU_11045,17,33,36,62,4.2,0
STU_11046,14,72,71,74,13.0,1
STU_11047,15,90,74,61,19.4,1
STU_11048,19,59,46,45,3.5,1
STU_11049,19,50,42,22,4.2,0
STU_11050,18,24,28,37,3.0,0
STU_11051,19,30,52,66,7.0,0
STU_11052,16,48,57,49,10.0,1
STU_11053,17,56,77,62,11.9,1
STU_11054,18,51,46,58,9.4,1
STU_11055,16,58,41,72,11.7,1
STU_11056,16,35,39,31,7.7,0
STU_11057,14,61,63,55,5.4,1
STU_11058,19,58,40,53,4.2,1
STU_11059,15,35,63,43,7.2,0
STU_11060,15,24,45,60,4.3,0
STU_11061,18,52,44,40,9.8,0
STU_11062,15,56,65,62,4.4,1
STU_11063,17,45,60,28,5.8,0
STU_11064,15,64,59,51,14.5,1
STU_11065,18,58,72,60,15.3,1
STU_11066,15,63,63,64,15.0,1
STU_11067,17,58,55,33,7.7,0
STU_11068,14,49,65,63,5.6,1
STU_11069,18,60,40,65,10.7,1
STU_11070,14,26,41,71,4.4,0
STU_11071,14,78,58,66,12.2,1
STU_11072,14,28,50,43,5.3,0
STU_11073,16,49,37,41,7.0,0
STU_11074,19,56,67,54,12.4,1
STU_11075,16,38,30,71,2.0,0
STU_11076,19,53,34,51,5.4,0
STU_11077,14,46,51,57,10.0,1
STU_11078,18,51,75,72,11.2,1
STU_11079,19,42,80,43,10.2,1
STU_11080,17,59,54,59,6.9,1
STU_11081,17,61,57,65,13.1,1
STU_11082,15,49,46,60,4.1,1
STU_11083,19,50,48,59,4.0,1
STU_11084,18,73,69,55,9.9,1
STU_11085,16,60,32,34,3.8,0
STU_11086,14,74,81,60,19.7,1
STU_11087,15,46,33,60,5.5,0
STU_11088,17,53,54,80,12.9,1
STU_11089,16,49,43,35,3.4,0
STU_11090,16,73,70,50,17.4,1
STU_11091,14,42,51,37,8.1,0
STU_11092,19,52,48,43,5.4,0
STU_11093,17,57,49,63,6.6,1
STU_11094,18,33,31,65,4.9,0
STU_11095,16,49,55,30,7.0,0
STU_11096,14,41,52,36,3.5,0
STU_11097,18,45,60,36,5.5,0
STU_11098,19,49,77,50,12.8,1
STU_11099,17,33,57,53,9.1,0
STU_11100,19,35,59,45,4.1,0
STU_11101,16,39,50,58,7.1,0
STU_11102,18,66,48,41,15.4,1
STU_11103,18,49,57,46,6.0,1
STU_11104,18,45,51,64,3.8,1
STU_11105,16,41,56,73,11.0,1
STU_11106,16,26,40,65,1.4,0
STU_11107,19,41,53,57,6.7,1
STU_11108,15,64,60,56,16.1,1
STU_11109,19,44,54,55,7.0,1
STU_11110,17,62,50,88,13.5,1
STU_11111,14,52,36,43,3.8,0
STU_11112,18,37,36,73,6.8,0
STU_11113,15,37,71,25,6.4,0
STU_11114,14,55,56,63,10.6,1
STU_11115,15,49,63,61,8.3,1
STU_11116,19,74,55,68,17.3,1
STU_11117,16,45,45,56,5.7,0
STU_11118,18,67,57,60,8.3,1
STU_11119,19,31,63,59,6.6,0
STU_11120,14,58,45,50,7.9,1
STU_11121,14,50,46,50,7.5,0
STU_11122,14,29,37,35,4.4,0
STU_11123,14,37,57,67,12.4,1
STU_11124,14,33,36,65,5.2,0
STU_11125,15,56,31,70,4.9,0
STU_11126,19,51,45,39,2.6,0
STU_11127,18,44,54,32,5.6,0
STU_11128,16,41,35,55,5.1,0
STU_11129,16,29,34,34,1.6,0
STU_11130,19,46,48,59,6.9,1
STU_11131,19,61,82,39,16.9,1
STU_11132,16,57,14,60,2.9,0
STU_11133,16,37,55,55,7.8,0
STU_11134,15,51,56,31,6.8,0
STU_11135,17,73,49,61,11.5,1
STU_11136,18,64,54,59,12.0,1
STU_11137,14,67,80,77,23.9,1
STU_11138,17,36,53,64,9.3,1
STU_11139,19,46,63,24,4.7,0
STU_11140,16,46,48,46,5.5,0
STU_11141,17,58,56,51,5.9,1
STU_11142,18,50,51,48,5.3,0
STU_11143,19,65,76,62,19.2,1
STU_11144,14,50,49,69,11.6,1
STU_11145,14,26,44,29,2.4,0
STU_11146,18,55,54,53,10.6,1
STU_11147,18,28,37,47,3.9,0
STU_11148,16,66,66,57,11.9,1
STU_11149,14,67,41,50,14.7,1
STU_11150,19,53,63,76,6.9,1
STU_11151,17,32,25,62,5.5,0
STU_11152,19,65,65,89,17.6,1
STU_11153,15,40,55,58,5.0,1
STU_11154,15,44,34,59,4.7,0
STU_11155,18,48,49,50,4.2,0
STU_11156,16,44,53,71,7.6,1
STU_11157,15,47,56,61,9.3,1
STU_11158,14,66,56,58,13.6,1
STU_11159,19,43,51,77,10.9,1
STU_11160,19,47,40,43,10.8,0
STU_11161,18,64,63,55,16.0,1
STU_11162,17,51,54,80,4.1,1
STU_11163,18,30,38,55,2.8,0
STU_11164,17,73,52,28,11.2,0
STU_11165,18,35,66,64,7.4,1
STU_11166,18,75,58,49,13.7,1
STU_11167,18,61,54,47,7.8,1
STU_11168,17,30,52,79,5.4,0
STU_11169,17,39,54,76,11.3,1
STU_11170,18,57,58,76,8.4,1
STU_11171,15,45,60,47,7.8,1
STU_11172,16,72,89,71,26.3,1
STU_11173,16,81,73,64,15.3,1
STU_11174,16,45,37,68,12.1,1
STU_11175,17,43,40,51,8.6,0
STU_11176,17,43,46,75,8.1,1
STU_11177,15,19,41,58,6.6,0
STU_11178,16,52,45,71,9.1,1
STU_11179,16,36,56,43,5.8,0
STU_11180,18,49,45,44,3.5,0
STU_11181,17,58,49,56,7.8,1
STU_11182,16,54,51,50,9.5,1
STU_11183,19,62,56,72,13.7,1
STU_11184,15,45,43,62,4.7,1
STU_11185,19,43,65,51,8.2,1
STU_11186,19,48,38,64,10.8,1
STU_11187,15,67,68,79,10.7,1
STU_11188,19,76,91,77,18.7,1
STU_11189,16,49,61,60,6.7,1
STU_11190,17,49,35,64,4.5,0
STU_11191,15,50,47,73,8.5,1
STU_11192,18,49,59,69,6.9,1
STU_11193,19,52,45,51,6.2,0
STU_11194,15,25,42,61,5.7,0
STU_11195,14,61,52,52,9.5,1
STU_11196,14,53,35,50,5.2,0
STU_11197,17,49,56,64,12.1,1
STU_11198,16,69,45,42,11.8,1
STU_11199,17,31,61,60,10.0,0
STU_11200,17,46,36,42,4.1,0
STU_11201,17,52,53,42,9.3,0
STU_11202,17,57,56,69,14.2,1
STU_11203,18,58,62,56,12.6,1
STU_11204,18,62,65,60,11.6,1
STU_11205,15,32,54,51,8.1,0
STU_11206,14,59,44,47,7.9,1
STU_11207,17,59,57,63,15.5,1
STU_11208,15,62,77,40,9.4,1
STU_11209,14,59,63,54,9.5,1
STU_11210,19,86,85,100,30.5,1
STU_11211,16,46,43,39,6.6,0
STU_11212,18,37,26,62,1.5,0
STU_11213,19,64,61,76,7.2,1
STU_11214,14,37,43,45,7.5,0
STU_11215,19,48,64,59,9.4,1
STU_11216,16,38,63,42,10.6,0
STU_11217,14,39,54,31,1.7,0
STU_11218,19,48,63,59,10.7,1
STU_11219,18,44,48,58,7.7,1
STU_11220,18,62,49,46,6.8,1
STU_11221,15,31,42,35,2.5,0
STU_11222,19,64,63,55,17.2,1
STU_11223,17,41,32,62,6.1,0
STU_11224,19,52,35,68,11.7,1
STU_11225,14,71,53,57,4.7,1
STU_11226,14,35,52,51,9.6,0
STU_11227,19,54,58,41,6.8,1
STU_11228,16,80,53,72,11.5,1
STU_11229,18,58,49,70,6.7,1
STU_11230,14,44,54,44,4.5,0
STU_11231,18,37,66,52,7.9,1
STU_11232,14,62,47,37,7.7,0
STU_11233,15,61,43,61,9.2,1
STU_11234,17,44,72,83,13.4,1
STU_11235,14,39,41,60,3.9,0
STU_11236,18,47,54,84,13.1,1
STU_11237,15,13,40,45,3.5,0
STU_11238,14,43,49,43,11.2,0
STU_11239,16,57,64,74,11.4,1
STU_11240,17,51,34,53,5.9,0
STU_11241,14,40,47,40,4.8,0
STU_11242,15,57,48,71,4.7,1
STU_11243,16,60,45,48,8.4,1
STU_11244,19,55,73,46,11.9,1
STU_11245,15,46,59,60,7.3,1
STU_11246,15,41,36,32,1.4,0
STU_11247,16,45,46,63,5.7,1
STU_11248,15,31,56,38,5.6,0
STU_11249,16,51,56,59,10.6,1
STU_11250,14,61,69,60,10.9,1
STU_11251,16,64,58,58,8.8,1
STU_11252,16,68,61,45,13.1,1
STU_11253,17,63,62,58,13.6,1
STU_11254,16,60,79,67,5.9,1
STU_11255,16,48,35,48,4.6,0
STU_11256,19,48,39,41,7.6,0
STU_11257,14,65,50,50,8.7,1
STU_11258,17,52,61,37,5.7,1
STU_11259,19,100,69,59,34.5,1
STU_11260,18,53,46,61,16.7,1
STU_11261,14,36,43,52,5.4,0
STU_11262,14,34,66,57,4.0,0
STU_11263,18,46,46,56,5.1,0
STU_11264,16,78,48,67,13.7,1
STU_11265,19,49,68,60,13.9,1
STU_11266,15,74,81,87,16.8,1
STU_11267,17,31,39,41,4.5,0
STU_11268,15,75,60,53,10.6,1
STU_11269,18,28,47,69,4.8,0
STU_11270,14,76,74,61,18.8,1
STU_11271,14,52,41,49,4.6,0
STU_11272,17,47,50,53,3.4,1
STU_11273,14,33,52,62,3.8,0
STU_11274,14,39,58,55,8.0,1
STU_11275,17,69,41,48,11.8,1
STU_11276,19,66,42,53,11.3,1
STU_11277,19,52,37,55,3.9,0
STU_11278,17,58,51,49,6.3,1
STU_11279,18,30,53,46,5.8,0
STU_11280,14,26,33,39,3.6,0
STU_11281,14,39,50,64,5.7,1
STU_11282,18,60,74,62,16.4,1
STU_11283,19,35,50,47,3.2,0
STU_11284,16,54,48,62,9.1,1
STU_11285,16,76,61,48,16.6,1
STU_11286,16,61,51,63,16.2,1
STU_11287,19,61,86,83,19.2,1
STU_11288,19,60,58,55,9.6,1
STU_11289,18,51,39,59,10.4,0
STU_11290,14,47,60,54,5.8,1
STU_11291,18,37,50,60,3.2,0
STU_11292,18,52,62,55,7.3,1
STU_11293,19,51,56,88,14.7,1
STU_11294,16,45,36,49,1.4,0
STU_11295,15,45,39,47,6.0,0
STU_11296,14,47,77,74,11.0,1
STU_11297,19,55,46,51,8.0,1
STU_11298,16,56,54,56,15.7,1
STU_11299,15,53,54,47,13.8,1
STU_11300,15,28,39,53,2.9,0
STU_11301,19,33,67,49,8.4,0
STU_11302,17,49,49,42,4.9,0
STU_11303,14,55,58,44,4.9,1
STU_11304,15,36,46,44,3.1,0
STU_11305,19,44,51,64,9.2,1
STU_11306,19,45,53,68,15.8,1
STU_11307,16,31,69,54,9.7,0
STU_11308,17,47,53,54,2.9,1
STU_11309,14,29,61,52,7.8,0
STU_11310,18,43,64,59,10.7,1
STU_11311,16,51,43,46,7.4,0
STU_11312,15,53,56,48,9.6,1
STU_11313,15,48,57,52,5.2,1
STU_11314,16,47,58,54,6.9,1
STU_11315,19,43,50,63,6.6,1
STU_11316,15,55,86,70,17.4,1
STU_11317,17,36,50,44,4.0,0
STU_11318,14,35,54,33,1.5,0
STU_11319,17,46,67,73,16.8,1
STU_11320,15,43,48,58,8.6,0
STU_11321,18,37,53,59,3.4,0
STU_11322,14,52,66,65,13.2,1
STU_11323,14,52,59,77,11.1,1
STU_11324,16,76,60,64,19.0,1
STU_11325,16,59,63,55,9.0,1
STU_11326,18,98,72,83,26.4,1
STU_11327,19,33,58,63,7.5,0
STU_11328,14,51,45,61,11.1,1
STU_11329,18,69,49,41,12.0,1
STU_11330,16,81,97,64,35.0,1
STU_11331,16,34,54,47,6.1,0
STU_11332,14,40,50,52,6.0,0
STU_11333,17,77,52,38,12.2,1
STU_11334,15,31,54,48,3.2,0
STU_11335,16,55,47,58,4.9,1
STU_11336,19,48,52,52,7.3,1
STU_11337,19,57,66,69,18.7,1
STU_11338,16,85,50,65,12.2,1
STU_11339,17,52,63,37,8.4,1
STU_11340,17,49,41,58,5.7,0
STU_11341,18,81,91,62,22.8,1
STU_11342,19,53,42,51,7.7,0
STU_11343,18,65,49,43,4.9,1
STU_11344,19,98,79,84,25.1,1
STU_11345,15,32,42,36,3.3,0
STU_11346,15,84,71,78,16.1,1
STU_11347,14,43,59,80,8.1,1
STU_11348,18,60,63,41,12.1,1
STU_11349,16,40,45,51,10.9,0
STU_11350,18,67,45,65,12.0,1
STU_11351,16,79,68,63,26.4,1
STU_11352,17,67,74,69,24.2,1
STU_11353,18,56,67,53,5.1,1
STU_11354,17,69,55,49,10.7,1
STU_11355,15,54,63,48,2.2,1
STU_11356,15,43,58,70,12.8,1
STU_11357,14,77,63,60,14.5,1
STU_11358,18,35,46,35,1.5,0
STU_11359,17,70,48,67,7.9,1
STU_11360,16,63,60,74,12.1,1
STU_11361,15,55,37,60,9.8,1
STU_11362,15,41,35,38,3.4,0
STU_11363,16,42,27,39,3.7,0
STU_11364,17,41,57,27,7.3,0
STU_11365,17,35,34,45,6.1,0
STU_11366,18,43,63,64,6.5,1
STU_11367,18,52,47,41,3.1,0
STU_11368,19,36,61,44,8.2,0
STU_11369,19,82,61,77,18.7,1
STU_11370,14,43,32,62,3.5,0
STU_11371,15,55,46,47,7.0,0
STU_11372,18,64,67,63,11.4,1
STU_11373,17,49,63,38,2.5,1
STU_11374,16,50,56,50,8.2,1
STU_11375,17,61,48,41,14.2,1
STU_11376,15,51,35,53,4.1,0
STU_11377,19,40,37,53,8.7,0
STU_11378,17,48,59,53,13.7,1
STU_11379,14,76,76,72,25.6,1
STU_11380,15,53,50,52,8.4,1
STU_11381,19,63,35,41,5.0,0
STU_11382,16,39,29,52,2.0,0
STU_11383,19,64,47,47,5.0,1
STU_11384,14,45,47,47,2.9,0
STU_11385,15,66,58,50,19.6,1
STU_11386,16,70,64,58,13.2,1
STU_11387,14,39,53,47,3.7,0
STU_11388,19,46,22,41,4.8,0
STU_11389,14,37,67,60,8.3,1
STU_11390,15,45,68,37,14.2,1
STU_11391,18,60,65,51,10.7,1
